user_id,start_date,end_date,plan_type
user_25371,2023-10-27,2023-11-25,premium
user_9072,2023-08-08,2023-09-06,pro
user_287,2023-09-23,2023-10-22,pro
user_13039,2023-06-27,2023-07-26,premium
user_26519,2023-11-15,2023-12-14,pro
user_6253,2023-04-16,2023-05-15,basic
user_1105,2023-08-21,2023-09-19,pro
user_19715,2023-12-21,2024-01-19,premium
user_22910,2023-12-16,2024-01-14,pro
user_22738,2023-07-08,2023-08-06,pro
user_1974,2023-09-25,2023-10-24,premium
user_1029,2023-12-21,2024-01-19,premium
user_22922,2023-10-22,2023-11-20,pro
user_6837,2023-08-03,2023-09-01,basic
user_16650,2023-09-07,2023-10-06,pro
user_6610,2023-09-25,2023-10-24,basic
user_29159,2023-02-26,2023-03-27,premium
user_16240,2023-05-07,2023-06-05,basic
user_11296,2023-07-12,2023-08-10,pro
user_15934,2023-08-26,2023-09-24,pro
user_19846,2023-11-24,2023-12-23,basic
user_4989,2023-05-27,2023-06-25,pro
user_5230,2023-09-13,2023-10-12,pro
user_2725,2023-10-05,2023-11-03,basic
user_22954,2023-06-16,2023-07-15,premium
user_2176,2023-10-10,2023-11-08,basic
user_20990,2023-11-29,2023-12-28,pro
user_26638,2023-06-07,2023-07-06,premium
user_18744,2023-08-30,2023-09-28,basic
user_5075,2023-09-02,2023-10-01,pro
user_28940,2023-09-08,2023-10-07,pro
user_29123,2023-06-16,2023-07-15,premium
user_23155,2023-04-25,2023-05-24,pro
user_7645,2023-06-15,2023-07-14,basic
user_26449,2023-12-05,2024-01-03,pro
user_10462,2023-09-24,2023-10-23,premium
user_21263,2023-11-18,2023-12-17,basic
user_6985,2023-10-28,2023-11-26,basic
user_18085,2023-07-26,2023-08-24,basic
user_29068,2023-07-22,2023-08-20,premium
user_19572,2023-12-20,2024-01-18,pro
user_16907,2023-09-17,2023-10-16,premium
user_19502,2023-11-01,2023-11-30,pro
user_9401,2023-08-15,2023-09-13,basic
user_1748,2023-11-23,2023-12-22,premium
user_8217,2023-06-19,2023-07-18,basic
user_19494,2023-10-07,2023-11-05,premium
user_10490,2023-02-25,2023-03-26,pro
user_3363,2023-11-09,2023-12-08,pro
user_10418,2023-07-27,2023-08-25,premium
user_9832,2023-09-01,2023-09-30,pro
user_3083,2023-03-18,2023-04-16,pro
user_22204,2023-07-20,2023-08-18,basic
user_26005,2023-04-12,2023-05-11,premium
user_3382,2023-08-24,2023-09-22,basic
user_2895,2023-12-07,2024-01-05,pro
user_28432,2023-04-05,2023-05-04,pro
user_17580,2024-01-01,2024-01-30,premium
user_10791,2023-10-27,2023-11-25,pro
user_21388,2023-09-03,2023-10-02,pro
user_11504,2023-07-09,2023-08-07,premium
user_471,2023-11-15,2023-12-14,pro
user_13544,2023-04-18,2023-05-17,premium
user_16420,2023-03-25,2023-04-23,basic
user_412,2023-11-11,2023-12-10,pro
user_19983,2023-07-06,2023-08-04,premium
user_19944,2023-12-24,2024-01-22,premium
user_14069,2023-07-20,2023-08-18,pro
user_12848,2023-11-30,2023-12-29,basic
user_6204,2023-03-12,2023-04-10,pro
user_86,2023-04-09,2023-05-08,basic
user_13706,2023-11-13,2023-12-12,premium
user_18767,2023-10-23,2023-11-21,pro
user_3095,2023-02-21,2023-03-22,premium
user_2333,2023-08-02,2023-08-31,pro
user_7204,2023-11-11,2023-12-10,basic
user_14312,2023-10-17,2023-11-15,pro
user_6163,2023-03-21,2023-04-19,premium
user_2458,2023-11-14,2023-12-13,pro
user_29866,2023-10-04,2023-11-02,basic
user_6672,2023-06-07,2023-07-06,pro
user_2732,2023-06-16,2023-07-15,pro
user_5483,2023-09-04,2023-10-03,basic
user_26374,2023-08-21,2023-09-19,pro
user_20905,2023-06-18,2023-07-17,pro
user_15077,2023-06-21,2023-07-20,pro
user_5302,2023-03-29,2023-04-27,pro
user_21795,2023-11-11,2023-12-10,premium
user_17936,2023-11-25,2023-12-24,basic
user_10342,2023-10-10,2023-11-08,pro
user_6456,2023-08-06,2023-09-04,basic
user_785,2023-12-23,2024-01-21,premium
user_1919,2023-09-30,2023-10-29,basic
user_23403,2023-06-20,2023-07-19,pro
user_13166,2023-05-06,2023-06-04,basic
user_13453,2023-07-17,2023-08-15,premium
user_10627,2023-04-03,2023-05-02,basic
user_27398,2023-11-10,2023-12-09,basic
user_29373,2023-11-02,2023-12-01,premium
user_6846,2023-07-26,2023-08-24,basic
user_17019,2023-10-29,2023-11-27,premium
user_2065,2023-10-31,2023-11-29,basic
user_23953,2023-07-31,2023-08-29,pro
user_29520,2023-10-15,2023-11-13,basic
user_4314,2023-08-23,2023-09-21,basic
user_7235,2023-12-01,2023-12-30,basic
user_19695,2023-11-02,2023-12-01,pro
user_10719,2023-12-06,2024-01-04,premium
user_22665,2023-10-27,2023-11-25,premium
user_5959,2023-11-28,2023-12-27,basic
user_1620,2023-07-26,2023-08-24,premium
user_10067,2023-10-18,2023-11-16,premium
user_22094,2023-11-08,2023-12-07,pro
user_27931,2023-09-19,2023-10-18,premium
user_27453,2023-08-22,2023-09-20,pro
user_2462,2023-10-19,2023-11-17,pro
user_24545,2023-03-08,2023-04-06,premium
user_1242,2023-03-26,2023-04-24,basic
user_28825,2023-06-07,2023-07-06,premium
user_4536,2023-09-29,2023-10-28,premium
user_15156,2023-09-07,2023-10-06,basic
user_334,2023-08-12,2023-09-10,basic
user_4184,2023-08-18,2023-09-16,basic
user_1164,2023-08-10,2023-09-08,pro
user_22629,2023-10-31,2023-11-29,basic
user_13687,2023-07-13,2023-08-11,basic
user_7486,2023-06-30,2023-07-29,basic
user_8255,2023-11-30,2023-12-29,premium
user_3773,2023-12-27,2024-01-25,basic
user_310,2023-07-28,2023-08-26,basic
user_1945,2023-12-28,2024-01-26,pro
user_17072,2023-06-22,2023-07-21,premium
user_12083,2023-09-29,2023-10-28,basic
user_6371,2023-11-19,2023-12-18,premium
user_21914,2023-10-20,2023-11-18,pro
user_4244,2023-12-02,2023-12-31,pro
user_8241,2023-10-21,2023-11-19,basic
user_22022,2023-12-27,2024-01-25,basic
user_27455,2023-05-04,2023-06-02,premium
user_7513,2023-11-08,2023-12-07,premium
user_20158,2023-01-24,2023-02-22,pro
user_5948,2023-05-22,2023-06-20,basic
user_27057,2023-08-22,2023-09-20,pro
user_22772,2023-11-20,2023-12-19,pro
user_1983,2023-10-22,2023-11-20,pro
user_2431,2023-05-26,2023-06-24,basic
user_820,2023-08-18,2023-09-16,pro
user_17784,2023-06-17,2023-07-16,basic
user_10802,2023-08-26,2023-09-24,basic
user_28439,2023-04-11,2023-05-10,pro
user_20486,2023-12-20,2024-01-18,pro
user_1092,2023-07-22,2023-08-20,premium
user_343,2023-08-15,2023-09-13,basic
user_11227,2023-08-11,2023-09-09,pro
user_3720,2023-05-12,2023-06-10,premium
user_6032,2023-09-17,2023-10-16,pro
user_19397,2023-05-10,2023-06-08,premium
user_7085,2023-04-15,2023-05-14,basic
user_11625,2023-09-25,2023-10-24,premium
user_15019,2023-08-23,2023-09-21,premium
user_24298,2023-08-09,2023-09-07,premium
user_6232,2023-05-14,2023-06-12,premium
user_24365,2023-08-16,2023-09-14,premium
user_12963,2023-06-05,2023-07-04,pro
user_23590,2023-04-29,2023-05-28,pro
user_1452,2023-09-03,2023-10-02,premium
user_9143,2023-12-09,2024-01-07,pro
user_9355,2023-12-04,2024-01-02,basic
user_16354,2023-08-01,2023-08-30,premium
user_27445,2023-05-12,2023-06-10,basic
user_19865,2023-11-22,2023-12-21,basic
user_5471,2023-12-10,2024-01-08,premium
user_24088,2023-07-06,2023-08-04,pro
user_25899,2024-01-01,2024-01-30,pro
user_12240,2023-10-25,2023-11-23,premium
user_15634,2023-08-15,2023-09-13,basic
user_3250,2023-10-04,2023-11-02,pro
user_5135,2023-12-12,2024-01-10,premium
user_25518,2023-06-16,2023-07-15,pro
user_10831,2023-05-19,2023-06-17,premium
user_16000,2023-11-07,2023-12-06,basic
user_619,2023-05-13,2023-06-11,pro
user_24177,2023-11-10,2023-12-09,basic
user_21840,2023-05-18,2023-06-16,pro
user_9100,2023-09-22,2023-10-21,pro
user_15314,2023-03-24,2023-04-22,pro
user_23887,2023-04-21,2023-05-20,pro
user_20383,2023-05-14,2023-06-12,premium
user_20056,2023-10-21,2023-11-19,pro
user_28741,2023-05-03,2023-06-01,premium
user_6552,2023-08-19,2023-09-17,premium
user_28702,2023-09-29,2023-10-28,pro
user_16601,2023-12-21,2024-01-19,pro
user_28649,2023-11-12,2023-12-11,basic
user_16257,2023-03-19,2023-04-17,basic
user_11831,2023-08-23,2023-09-21,basic
user_7886,2023-09-02,2023-10-01,basic
user_17850,2023-12-04,2024-01-02,premium
user_2974,2023-08-21,2023-09-19,premium
user_24647,2023-05-17,2023-06-15,pro
user_5064,2023-09-02,2023-10-01,basic
user_24916,2023-05-24,2023-06-22,basic
user_28795,2023-09-03,2023-10-02,pro
user_18328,2023-08-07,2023-09-05,pro
user_25482,2023-09-06,2023-10-05,premium
user_21144,2023-08-31,2023-09-29,premium
user_13507,2023-08-16,2023-09-14,pro
user_22563,2023-12-03,2024-01-01,basic
user_7704,2023-09-26,2023-10-25,premium
user_15716,2023-11-09,2023-12-08,basic
user_13895,2023-07-16,2023-08-14,premium
user_16967,2023-11-27,2023-12-26,premium
user_9394,2023-12-11,2024-01-09,basic
user_1477,2023-12-12,2024-01-10,premium
user_5789,2023-08-04,2023-09-02,premium
user_11745,2023-11-24,2023-12-23,premium
user_16911,2023-11-05,2023-12-04,premium
user_20221,2023-10-08,2023-11-06,premium
user_1524,2023-12-25,2024-01-23,pro
user_28191,2023-06-11,2023-07-10,basic
user_24466,2023-07-06,2023-08-04,basic
user_15709,2023-07-26,2023-08-24,pro
user_21624,2023-08-22,2023-09-20,premium
user_25982,2023-10-02,2023-10-31,pro
user_7716,2023-07-29,2023-08-27,premium
user_17220,2023-03-19,2023-04-17,premium
user_26662,2023-10-06,2023-11-04,premium
user_28152,2023-09-15,2023-10-14,basic
user_1015,2023-08-16,2023-09-14,pro
user_8634,2023-08-09,2023-09-07,premium
user_4052,2023-09-19,2023-10-18,premium
user_25620,2023-10-22,2023-11-20,pro
user_10327,2023-07-06,2023-08-04,premium
user_21280,2023-08-07,2023-09-05,premium
user_10611,2023-07-08,2023-08-06,premium
user_6061,2023-06-18,2023-07-17,basic
user_25135,2023-08-23,2023-09-21,basic
user_20092,2023-05-25,2023-06-23,basic
user_6761,2023-11-10,2023-12-09,pro
user_23602,2023-08-07,2023-09-05,basic
user_15042,2023-10-15,2023-11-13,basic
user_16758,2023-06-14,2023-07-13,pro
user_17365,2023-11-17,2023-12-16,premium
user_13073,2023-05-12,2023-06-10,pro
user_20197,2023-04-24,2023-05-23,pro
user_22792,2023-08-28,2023-09-26,premium
user_8981,2023-10-24,2023-11-22,premium
user_13243,2023-11-24,2023-12-23,premium
user_22428,2023-05-29,2023-06-27,pro
user_560,2023-05-30,2023-06-28,basic
user_16749,2023-06-05,2023-07-04,premium
user_27867,2023-11-27,2023-12-26,basic
user_15203,2023-11-29,2023-12-28,pro
user_25544,2023-12-19,2024-01-17,pro
user_7293,2023-09-09,2023-10-08,pro
user_24044,2023-12-20,2024-01-18,pro
user_15755,2023-06-26,2023-07-25,basic
user_2332,2023-11-13,2023-12-12,premium
user_26758,2023-11-01,2023-11-30,basic
user_19327,2023-05-18,2023-06-16,premium
user_29437,2023-05-08,2023-06-06,basic
user_7271,2023-10-20,2023-11-18,basic
user_4906,2023-12-31,2024-01-29,pro
user_19514,2023-10-24,2023-11-22,premium
user_24477,2023-10-25,2023-11-23,pro
user_15768,2023-09-26,2023-10-25,basic
user_7311,2023-12-18,2024-01-16,premium
user_2095,2023-10-10,2023-11-08,premium
user_1160,2023-03-04,2023-04-02,basic
user_17466,2023-07-24,2023-08-22,basic
user_7465,2023-05-20,2023-06-18,premium
user_27739,2023-10-29,2023-11-27,premium
user_6482,2023-06-19,2023-07-18,pro
user_26306,2023-08-02,2023-08-31,pro
user_18170,2023-05-09,2023-06-07,premium
user_7328,2023-09-01,2023-09-30,pro
user_15469,2023-08-30,2023-09-28,basic
user_13141,2023-09-28,2023-10-27,pro
user_9949,2023-07-31,2023-08-29,basic
user_26655,2023-11-16,2023-12-15,pro
user_19235,2023-08-25,2023-09-23,pro
user_3706,2023-07-06,2023-08-04,basic
user_7178,2023-09-14,2023-10-13,premium
user_4639,2023-07-09,2023-08-07,premium
user_1064,2023-02-26,2023-03-27,pro
user_2683,2023-07-01,2023-07-30,basic
user_15494,2023-03-31,2023-04-29,premium
user_10182,2023-11-29,2023-12-28,basic
user_18725,2023-06-13,2023-07-12,basic
user_4574,2023-11-29,2023-12-28,pro
user_9539,2023-08-24,2023-09-22,pro
user_13708,2023-07-31,2023-08-29,pro
user_1556,2023-04-21,2023-05-20,pro
user_28474,2023-09-04,2023-10-03,premium
user_28898,2023-10-25,2023-11-23,premium
user_6598,2023-09-02,2023-10-01,premium
user_20196,2023-11-25,2023-12-24,premium
user_28878,2023-09-04,2023-10-03,basic
user_29575,2023-10-22,2023-11-20,basic
user_12647,2023-09-06,2023-10-05,pro
user_20849,2023-03-29,2023-04-27,premium
user_24601,2023-03-12,2023-04-10,basic
user_19663,2023-12-21,2024-01-19,basic
user_8383,2023-04-21,2023-05-20,pro
user_14185,2023-06-03,2023-07-02,premium
user_8386,2023-07-13,2023-08-11,basic
user_18918,2023-06-22,2023-07-21,premium
user_29335,2023-11-24,2023-12-23,pro
user_11371,2023-12-18,2024-01-16,premium
user_23263,2023-07-19,2023-08-17,pro
user_4412,2023-10-14,2023-11-12,premium
user_18395,2023-09-16,2023-10-15,premium
user_23328,2023-07-11,2023-08-09,pro
user_15847,2023-05-09,2023-06-07,basic
user_26395,2023-11-16,2023-12-15,premium
user_14153,2023-08-26,2023-09-24,premium
user_27215,2023-12-12,2024-01-10,premium
user_13122,2023-04-03,2023-05-02,pro
user_14022,2023-10-05,2023-11-03,pro
user_14678,2023-04-28,2023-05-27,premium
user_4998,2023-07-05,2023-08-03,pro
user_9179,2023-08-02,2023-08-31,basic
user_29031,2023-11-06,2023-12-05,premium
user_19345,2023-10-27,2023-11-25,premium
user_29411,2023-10-05,2023-11-03,premium
user_4707,2023-10-08,2023-11-06,basic
user_6804,2023-07-12,2023-08-10,basic
user_17592,2023-04-30,2023-05-29,pro
user_4934,2023-12-15,2024-01-13,pro
user_22696,2023-08-06,2023-09-04,basic
user_13123,2023-05-31,2023-06-29,pro
user_24524,2023-12-15,2024-01-13,basic
user_14830,2023-11-22,2023-12-21,premium
user_29171,2023-07-01,2023-07-30,pro
user_8111,2023-06-19,2023-07-18,pro
user_12723,2023-07-14,2023-08-12,premium
user_176,2023-10-28,2023-11-26,premium
user_21900,2023-08-13,2023-09-11,basic
user_16417,2023-06-08,2023-07-07,pro
user_27828,2023-06-10,2023-07-09,pro
user_624,2023-11-03,2023-12-02,basic
user_6816,2023-07-18,2023-08-16,premium
user_21399,2023-12-11,2024-01-09,premium
user_20784,2023-06-13,2023-07-12,pro
user_14004,2023-09-23,2023-10-22,premium
user_18925,2023-07-19,2023-08-17,pro
user_22102,2023-08-16,2023-09-14,premium
user_3598,2023-12-07,2024-01-05,pro
user_19343,2023-07-06,2023-08-04,basic
user_9062,2023-05-29,2023-06-27,basic
user_11006,2023-08-27,2023-09-25,basic
user_1367,2023-08-08,2023-09-06,premium
user_14911,2023-06-17,2023-07-16,basic
user_2549,2023-07-31,2023-08-29,premium
user_24847,2023-09-03,2023-10-02,premium
user_18053,2023-09-16,2023-10-15,pro
user_3485,2023-05-20,2023-06-18,basic
user_7988,2023-12-18,2024-01-16,premium
user_10602,2023-09-17,2023-10-16,basic
user_6759,2023-09-06,2023-10-05,premium
user_15051,2023-07-12,2023-08-10,premium
user_25184,2023-12-02,2023-12-31,pro
user_21746,2023-07-19,2023-08-17,pro
user_950,2023-12-03,2024-01-01,basic
user_577,2023-12-06,2024-01-04,basic
user_23513,2023-11-18,2023-12-17,basic
user_6872,2023-09-02,2023-10-01,basic
user_27804,2023-10-26,2023-11-24,premium
user_7904,2023-12-15,2024-01-13,pro
user_19789,2023-02-08,2023-03-09,pro
user_23473,2023-10-25,2023-11-23,basic
user_23545,2023-08-08,2023-09-06,premium
user_6029,2023-07-27,2023-08-25,premium
user_1816,2023-10-11,2023-11-09,premium
user_24426,2023-04-29,2023-05-28,basic
user_12654,2023-11-29,2023-12-28,pro
user_1583,2023-05-29,2023-06-27,premium
user_9578,2023-10-04,2023-11-02,premium
user_18697,2023-12-24,2024-01-22,premium
user_3384,2023-08-17,2023-09-15,pro
user_26669,2023-07-25,2023-08-23,pro
user_16124,2023-06-07,2023-07-06,premium
user_18181,2023-05-19,2023-06-17,basic
user_19594,2023-04-14,2023-05-13,premium
user_19122,2023-10-13,2023-11-11,basic
user_21843,2023-04-19,2023-05-18,basic
user_4175,2023-11-14,2023-12-13,premium
user_24612,2023-07-21,2023-08-19,premium
user_27207,2023-07-05,2023-08-03,basic
user_8532,2023-11-24,2023-12-23,pro
user_26990,2023-03-24,2023-04-22,premium
user_4484,2023-01-15,2023-02-13,premium
user_24919,2023-09-11,2023-10-10,basic
user_6846,2023-09-24,2023-10-23,pro
user_22025,2023-12-27,2024-01-25,premium
user_27228,2023-07-26,2023-08-24,basic
user_13851,2023-11-04,2023-12-03,premium
user_23426,2023-10-05,2023-11-03,pro
user_21404,2023-02-09,2023-03-10,basic
user_12197,2023-04-02,2023-05-01,pro
user_6554,2023-09-30,2023-10-29,basic
user_11128,2023-10-13,2023-11-11,basic
user_33,2023-01-24,2023-02-22,basic
user_24185,2023-08-17,2023-09-15,premium
user_15187,2023-12-04,2024-01-02,premium
user_22611,2023-06-29,2023-07-28,basic
user_28188,2023-12-13,2024-01-11,pro
user_21468,2023-12-02,2023-12-31,premium
user_3569,2023-09-24,2023-10-23,basic
user_4993,2023-12-15,2024-01-13,pro
user_24640,2023-09-02,2023-10-01,premium
user_25644,2023-11-03,2023-12-02,premium
user_27949,2023-12-19,2024-01-17,pro
user_20098,2023-07-25,2023-08-23,premium
user_13231,2023-07-09,2023-08-07,pro
user_28236,2023-06-11,2023-07-10,pro
user_10928,2023-09-29,2023-10-28,premium
user_23772,2023-10-30,2023-11-28,premium
user_24096,2023-12-11,2024-01-09,basic
user_11076,2023-10-22,2023-11-20,premium
user_6330,2023-10-11,2023-11-09,basic
user_21526,2023-06-23,2023-07-22,pro
user_171,2023-04-20,2023-05-19,premium
user_27161,2023-12-23,2024-01-21,pro
user_10022,2023-10-19,2023-11-17,premium
user_25595,2023-06-27,2023-07-26,basic
user_28837,2023-02-19,2023-03-20,premium
user_24623,2023-04-30,2023-05-29,basic
user_2066,2023-07-03,2023-08-01,basic
user_25602,2023-08-30,2023-09-28,basic
user_2184,2023-10-20,2023-11-18,pro
user_21949,2023-08-29,2023-09-27,basic
user_27579,2023-09-17,2023-10-16,basic
user_4573,2023-08-02,2023-08-31,premium
user_8976,2023-06-25,2023-07-24,basic
user_2139,2023-10-13,2023-11-11,premium
user_11272,2023-04-11,2023-05-10,basic
user_27767,2023-12-02,2023-12-31,pro
user_10874,2023-08-26,2023-09-24,basic
user_18424,2023-12-25,2024-01-23,premium
user_10212,2023-11-13,2023-12-12,premium
user_22281,2023-06-24,2023-07-23,premium
user_23089,2023-06-11,2023-07-10,premium
user_25372,2023-09-06,2023-10-05,basic
user_3123,2023-10-20,2023-11-18,premium
user_24927,2023-11-12,2023-12-11,basic
user_7061,2023-11-13,2023-12-12,premium
user_5536,2023-09-07,2023-10-06,pro
user_518,2023-07-25,2023-08-23,basic
user_28576,2023-07-05,2023-08-03,pro
user_29326,2023-10-10,2023-11-08,premium
user_605,2023-04-11,2023-05-10,basic
user_21654,2023-12-06,2024-01-04,premium
user_11448,2023-09-08,2023-10-07,pro
user_3952,2023-06-22,2023-07-21,pro
user_11875,2023-09-08,2023-10-07,basic
user_1951,2023-10-31,2023-11-29,premium
user_1691,2023-09-24,2023-10-23,pro
user_27456,2023-08-12,2023-09-10,basic
user_26827,2023-06-30,2023-07-29,premium
user_12044,2023-02-14,2023-03-15,premium
user_21848,2023-08-27,2023-09-25,premium
user_5445,2023-07-06,2023-08-04,basic
user_22024,2023-08-30,2023-09-28,pro
user_23097,2023-12-25,2024-01-23,basic
user_15814,2023-12-22,2024-01-20,pro
user_24874,2023-08-03,2023-09-01,premium
user_26335,2023-11-24,2023-12-23,premium
user_18192,2023-11-29,2023-12-28,basic
user_24094,2023-08-09,2023-09-07,premium
user_25500,2023-07-03,2023-08-01,pro
user_15790,2023-05-21,2023-06-19,basic
user_20483,2023-03-04,2023-04-02,premium
user_29761,2023-03-03,2023-04-01,pro
user_7512,2023-10-21,2023-11-19,pro
user_28519,2023-08-11,2023-09-09,pro
user_21289,2023-05-25,2023-06-23,pro
user_10088,2023-12-27,2024-01-25,basic
user_25570,2023-12-20,2024-01-18,pro
user_1464,2023-06-22,2023-07-21,basic
user_22531,2023-09-21,2023-10-20,pro
user_28443,2023-12-26,2024-01-24,basic
user_15234,2023-12-20,2024-01-18,premium
user_17632,2023-08-27,2023-09-25,pro
user_27568,2023-05-01,2023-05-30,premium
user_7239,2023-06-13,2023-07-12,pro
user_25519,2023-04-03,2023-05-02,premium
user_26445,2023-12-30,2024-01-28,premium
user_18058,2023-07-20,2023-08-18,basic
user_17079,2023-05-15,2023-06-13,pro
user_2489,2023-07-25,2023-08-23,premium
user_337,2023-02-06,2023-03-07,basic
user_6140,2023-04-21,2023-05-20,premium
user_26678,2023-11-13,2023-12-12,basic
user_14326,2023-11-26,2023-12-25,premium
user_7994,2023-04-29,2023-05-28,pro
user_29749,2023-03-29,2023-04-27,basic
user_29568,2023-08-24,2023-09-22,premium
user_9410,2023-04-15,2023-05-14,premium
user_11748,2023-08-02,2023-08-31,basic
user_6718,2023-11-13,2023-12-12,premium
user_15146,2023-11-22,2023-12-21,premium
user_21507,2023-11-14,2023-12-13,pro
user_20815,2023-10-19,2023-11-17,pro
user_1312,2023-08-22,2023-09-20,basic
user_22351,2023-06-15,2023-07-14,pro
user_3783,2024-01-01,2024-01-30,premium
user_14833,2023-10-03,2023-11-01,basic
user_14636,2023-06-01,2023-06-30,basic
user_8752,2023-10-29,2023-11-27,premium
user_6900,2023-11-28,2023-12-27,premium
user_14117,2023-10-17,2023-11-15,pro
user_15978,2023-06-02,2023-07-01,pro
user_1739,2023-08-30,2023-09-28,premium
user_2380,2023-08-23,2023-09-21,premium
user_29387,2023-08-31,2023-09-29,basic
user_13779,2023-10-04,2023-11-02,basic
user_20908,2023-10-03,2023-11-01,basic
user_5961,2023-12-11,2024-01-09,premium
user_15420,2023-04-15,2023-05-14,premium
user_13955,2023-11-17,2023-12-16,premium
user_12087,2023-04-01,2023-04-30,basic
user_28635,2023-11-18,2023-12-17,pro
user_28802,2023-12-06,2024-01-04,basic
user_21302,2023-11-08,2023-12-07,basic
user_29975,2023-10-28,2023-11-26,pro
user_22345,2023-03-24,2023-04-22,premium
user_10408,2023-12-10,2024-01-08,pro
user_15601,2023-09-14,2023-10-13,pro
user_24539,2023-10-09,2023-11-07,premium
user_1019,2023-06-20,2023-07-19,premium
user_10521,2023-09-24,2023-10-23,premium
user_397,2023-07-25,2023-08-23,pro
user_23487,2023-05-19,2023-06-17,premium
user_28238,2023-09-05,2023-10-04,premium
user_29538,2023-10-31,2023-11-29,pro
user_28361,2023-05-09,2023-06-07,premium
user_9519,2023-12-25,2024-01-23,basic
user_3690,2023-08-26,2023-09-24,basic
user_3523,2023-08-12,2023-09-10,basic
user_18479,2023-06-23,2023-07-22,pro
user_199,2023-12-22,2024-01-20,premium
user_10496,2023-10-10,2023-11-08,basic
user_20295,2023-09-20,2023-10-19,pro
user_27008,2023-11-27,2023-12-26,basic
user_11261,2023-06-04,2023-07-03,basic
user_8255,2023-12-30,2024-01-28,basic
user_14161,2023-11-09,2023-12-08,pro
user_5251,2023-08-14,2023-09-12,pro
user_9918,2023-05-30,2023-06-28,pro
user_4697,2023-12-27,2024-01-25,pro
user_6791,2023-06-18,2023-07-17,premium
user_17845,2023-05-28,2023-06-26,premium
user_7338,2023-07-18,2023-08-16,premium
user_29580,2023-12-31,2024-01-29,pro
user_3098,2023-11-15,2023-12-14,premium
user_29743,2023-05-04,2023-06-02,basic
user_28356,2023-09-17,2023-10-16,pro
user_3670,2023-03-11,2023-04-09,basic
user_16050,2023-09-06,2023-10-05,premium
user_5187,2023-10-05,2023-11-03,premium
user_12839,2023-11-29,2023-12-28,basic
user_4385,2023-09-22,2023-10-21,premium
user_2469,2023-05-24,2023-06-22,pro
user_14882,2023-03-30,2023-04-28,premium
user_6198,2023-02-14,2023-03-15,basic
user_626,2023-11-09,2023-12-08,pro
user_8555,2023-11-14,2023-12-13,pro
user_12423,2023-11-04,2023-12-03,premium
user_9603,2023-09-12,2023-10-11,pro
user_20892,2023-02-01,2023-03-02,premium
user_13406,2023-01-20,2023-02-18,premium
user_4520,2023-05-24,2023-06-22,premium
user_7465,2023-01-26,2023-02-24,pro
user_5836,2023-09-29,2023-10-28,pro
user_14443,2023-09-27,2023-10-26,premium
user_22923,2023-10-16,2023-11-14,basic
user_28710,2023-06-19,2023-07-18,pro
user_18295,2023-11-05,2023-12-04,pro
user_22384,2023-06-11,2023-07-10,premium
user_26258,2023-06-24,2023-07-23,pro
user_6178,2023-07-31,2023-08-29,premium
user_14656,2023-08-30,2023-09-28,pro
user_10171,2023-08-02,2023-08-31,pro
user_588,2023-04-16,2023-05-15,premium
user_21235,2023-09-03,2023-10-02,premium
user_10851,2023-10-23,2023-11-21,pro
user_25735,2023-09-18,2023-10-17,premium
user_26931,2023-10-03,2023-11-01,basic
user_18369,2023-09-26,2023-10-25,pro
user_22926,2023-12-18,2024-01-16,premium
user_8215,2023-05-06,2023-06-04,pro
user_15434,2023-12-12,2024-01-10,basic
user_28072,2023-12-07,2024-01-05,basic
user_5404,2023-09-12,2023-10-11,basic
user_23608,2023-04-23,2023-05-22,pro
user_29225,2023-06-29,2023-07-28,premium
user_4204,2023-07-18,2023-08-16,pro
user_13508,2023-10-28,2023-11-26,pro
user_5672,2023-10-09,2023-11-07,premium
user_5316,2023-10-01,2023-10-30,premium
user_18903,2023-11-05,2023-12-04,pro
user_20990,2023-09-30,2023-10-29,pro
user_14778,2024-01-01,2024-01-30,pro
user_15573,2023-11-27,2023-12-26,premium
user_2239,2023-09-16,2023-10-15,pro
user_28731,2023-08-14,2023-09-12,basic
user_21415,2023-11-05,2023-12-04,premium
user_2452,2023-07-15,2023-08-13,pro
user_21405,2023-04-11,2023-05-10,premium
user_8932,2023-07-15,2023-08-13,pro
user_17966,2023-06-08,2023-07-07,basic
user_889,2023-10-11,2023-11-09,pro
user_21835,2023-09-12,2023-10-11,pro
user_14080,2023-11-03,2023-12-02,premium
user_28273,2023-09-14,2023-10-13,pro
user_22781,2023-09-25,2023-10-24,premium
user_289,2023-06-15,2023-07-14,pro
user_16097,2023-08-18,2023-09-16,basic
user_15994,2023-08-27,2023-09-25,basic
user_19730,2023-11-10,2023-12-09,pro
user_10880,2023-11-14,2023-12-13,pro
user_11461,2023-06-05,2023-07-04,basic
user_20995,2023-11-15,2023-12-14,pro
user_12256,2023-06-09,2023-07-08,basic
user_2605,2023-07-05,2023-08-03,pro
user_17160,2023-04-11,2023-05-10,basic
user_18045,2023-12-25,2024-01-23,basic
user_7059,2023-06-21,2023-07-20,basic
user_1950,2023-10-15,2023-11-13,basic
user_17420,2023-08-05,2023-09-03,basic
user_20150,2023-04-27,2023-05-26,premium
user_5048,2023-10-13,2023-11-11,basic
user_1723,2023-11-21,2023-12-20,premium
user_13105,2023-06-01,2023-06-30,basic
user_22189,2023-11-05,2023-12-04,pro
